Ýlçe, Mahalle, Net Metrekare, Oda Sayýsý, Bulunduðu Kat, Isýtma Tipi, Eþya Durumu, Konut Tipi, Brüt Metrekare, Bina Yaþý, Binanýn Kat Sayýsý, Site Ýçerisinde, Fiyat
Pendik , Fevzi Çakmak Mahallesi,90,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,15,5,Hayýr,18000
Pendik , Orhangazi Mahallesi,120,3+1,0,Kombi Doðalgaz,Boþ,Daire,130,15,5,Hayýr,16000
Pendik , Ahmet Yesevi Mahallesi,90,2+1,7,Kombi Doðalgaz,Boþ,Daire,100,4,8,Hayýr,15000
Pendik , Kaynarca Mahallesi,90,2+1,5,Kombi Doðalgaz,Boþ,Daire,110,10,7,Hayýr,34000
Pendik , Kavakpýnar Mahallesi,73,2+1,2,Kombi Doðalgaz,Boþ,Daire,90,0,7,Hayýr,21000
Pendik , Çýnardere Mahallesi,75,2+1,6,Kombi Doðalgaz,Boþ,Daire,85,10,6,Hayýr,19000
Pendik , Çýnardere Mahallesi,75,2+1,5,Kombi Doðalgaz,Boþ,Daire,90,10,6,Hayýr,19500
Pendik , Batý Mahallesi,110,3+1,5,Kombi Doðalgaz,Boþ,Daire,125,25,6,Hayýr,19500
Pendik , Orta Mahallesi,75,2+1,4,Kombi Doðalgaz,Hayýr,Daire,80,15,4,Boþ,18000
Pendik , Fevzi Çakmak Mahallesi,80,1+1,0,Kombi Doðalgaz,Boþ,Daire,88,25,5,Hayýr,7250
Pendik , Fevzi Çakmak Mahallesi,95,2+1,1,Kombi Doðalgaz,Boþ,Daire,110,10,4,Hayýr,20000
Pendik , Kavakpýnar Mahallesi,90,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,25,5,Hayýr,13500
Pendik , Yeniþehir Mahallesi,56,1+1,8,Merkezi (Pay Ölçer),Boþ,Daire,71,10,8,Hayýr,18000
Pendik , Þeyhli Mahallesi,85,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,10,3,Hayýr,20000
Pendik , Kaynarca Mahallesi,120,35+1,5,Kombi Doðalgaz,Hayýr,Daire,130,1,9,Boþ,30000
Pendik , Velibaba Mahallesi,110,3+1,5,Kombi Doðalgaz,Boþ,Daire,130,15,9,Hayýr,25000
Pendik , Velibaba Mahallesi,110,3+1,3,Kombi Doðalgaz,Boþ,Daire,130,15,9,Hayýr,23000
Pendik , Sapan Baðlarý Mahallesi,100,3+1,8,Kombi Doðalgaz,Boþ,Daire,120,10,8,Hayýr,20500
Pendik , Güzelyalý Mahallesi,80,2+1,1,Kombi Doðalgaz,Boþ,Daire,100,20,5,Hayýr,16500
Pendik , Dumlupýnar Mahallesi,121,3+1,3,Kombi Doðalgaz,Boþ,Daire,130,10,3,Hayýr,15000
Pendik , Kavakpýnar Mahallesi,85,2+1,3,Kombi Doðalgaz,Boþ,Daire,100,25,4,Hayýr,13000
Pendik , Kavakpýnar Mahallesi,85,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,25,4,Hayýr,13000
Pendik , Kaynarca Mahallesi,140,4+1,3,Kombi Doðalgaz,Boþ,Daire,165,20,3,Hayýr,18000
Pendik , Harmandere Mahallesi,125,3+1,4,Kombi Doðalgaz,Boþ,Daire,130,10,9,Hayýr,22000
Pendik , Ahmet Yesevi Mahallesi,100,3+1,2,Kombi Doðalgaz,Boþ,Daire,110,25,4,Hayýr,14000
Pendik , Batý Mahallesi,110,2+1,1,Kombi Doðalgaz,Boþ,Daire,130,25,5,Hayýr,14000
Pendik , Kurtköy Mahallesi,100,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,120,10,6,Hayýr,22000
Pendik , Velibaba Mahallesi,70,15+1,4,Kombi Doðalgaz,Eþyalý,Daire,85,15,5,Hayýr,20000
Pendik , Esenyalý Mahallesi,115,2+1,3,Merkezi Doðalgaz,Eþyalý,Daire,120,15,3,Hayýr,14500
Pendik , Batý Mahallesi,110,3+1,5,Kombi Doðalgaz,Eþyalý,Daire,125,25,5,Hayýr,20000
Pendik , Þeyhli Mahallesi,75,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,85,15,5,Hayýr,18000
Pendik , Kurtköy Mahallesi,100,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,120,10,6,Hayýr,22000
Pendik , Batý Mahallesi,100,3+1,1,Merkezi Doðalgaz,Boþ,Daire,125,0,6,Hayýr,33000
Pendik , Dumlupýnar Mahallesi,95,2+1,4,Kombi Doðalgaz,Boþ,Daire,110,20,4,Hayýr,15000
Pendik , Velibaba Mahallesi,70,15+1,4,Kombi Doðalgaz,Eþyalý,Daire,85,15,5,Hayýr,20000
Pendik , Ahmet Yesevi Mahallesi,110,3+1,2,Kombi Doðalgaz,Boþ,Daire,120,15,4,Hayýr,17000
Pendik , Doðu Mahallesi,85,3+1,8,Merkezi Doðalgaz,Boþ,Daire,95,25,10,Hayýr,24500
Pendik , Çamçeþme Mahallesi,130,3+1,1,Kombi Doðalgaz,Boþ,Daire,145,25,4,Hayýr,17500
Pendik , Kavakpýnar Mahallesi,120,3+1,2,Kombi Doðalgaz,Boþ,Daire,130,20,3,Hayýr,13500
Pendik , Çamçeþme Mahallesi,80,2+1,2,Kombi Doðalgaz,Boþ,Daire,90,4,5,Hayýr,18000
Pendik , Kavakpýnar Mahallesi,75,2+1,0,Kombi Doðalgaz,Boþ,Daire,80,20,3,Hayýr,9250
Pendik , Kavakpýnar Mahallesi,90,2+1,5,Kombi Doðalgaz,Boþ,Daire,100,4,7,Hayýr,20000
Pendik , Kavakpýnar Mahallesi,50,2+1,0,Kombi Doðalgaz,Daire,65,25,5,Hayýr,9000
Pendik , Esenyalý Mahallesi,70,2+1,0,Kombi Doðalgaz,Hayýr,Daire,80,25,3,10000
Pendik , Kavakpýnar Mahallesi,105,3+1,1,Kombi Doðalgaz,Boþ,Hayýr,Daire,120,0,5,22000
Pendik , Sapan Baðlarý Mahallesi,105,2+1,1,Kombi Doðalgaz,Boþ,Daire,125,15,3,Hayýr,24200
Pendik , Fevzi Çakmak Mahallesi,120,3+1,3,Kombi Doðalgaz,Boþ,Daire,130,25,5,Hayýr,15000
Pendik , Ahmet Yesevi Mahallesi,90,2+1,7,Kombi Doðalgaz,Boþ,Daire,100,4,8,Hayýr,15000
Pendik , Orhangazi Mahallesi,120,3+1,0,Kombi Doðalgaz,Boþ,Daire,130,15,5,Hayýr,16000
Pendik , Kaynarca Mahallesi,90,2+1,5,Kombi Doðalgaz,Boþ,Daire,110,10,7,Hayýr,34000
Pendik , Kavakpýnar Mahallesi,73,2+1,2,Kombi Doðalgaz,Boþ,Daire,90,0,7,Hayýr,21000
Pendik , Çamçeþme Mahallesi,110,3+1,2,Kombi Doðalgaz,Hayýr,Daire,120,25,5,15000
Pendik , Fevzi Çakmak Mahallesi,120,3+1,5,Kombi Doðalgaz,Hayýr,Daire,130,25,7,16000
Pendik , Çýnardere Mahallesi,75,2+1,5,Kombi Doðalgaz,Boþ,Daire,90,10,6,Hayýr,19500
Pendik , Orta Mahallesi,75,2+1,4,Kombi Doðalgaz,Hayýr,Daire,80,15,4,Boþ,18000
Pendik , Yeniþehir Mahallesi,51,1+1,5,Merkezi (Pay Ölçer),Boþ,Daire,73,4,8,Evet,22000
Pendik , Ahmet Yesevi Mahallesi,45,1+1,10,Kombi Doðalgaz,Boþ,Residence,55,15,11,Evet,14000
Pendik , Harmandere Mahallesi,90,2+1,8,Kombi Doðalgaz,Eþyalý,Daire,105,10,8,Evet,25000
Pendik , Yeniþehir Mahallesi,50,1+1,3,Kombi Doðalgaz,Evet,Daire,65,15,9,18000
Pendik , Yeniþehir Mahallesi,21,Stüdyo,7,Klimalý,Eþyalý,Daire,30,20,8,Evet,15000
Pendik , Yeniþehir Mahallesi,65,1+1,1,Kombi Doðalgaz,Boþ,Daire,75,15,9,Evet,18000
Pendik , Yeniþehir Mahallesi,110,3+1,5,Kombi Doðalgaz,Boþ,Daire,140,20,5,Evet,19000
Pendik , Yeniþehir Mahallesi,67,2+1,5,Kombi Doðalgaz,Eþyalý,Daire,80,10,5,Evet,30000
Pendik , Yeniþehir Mahallesi,87,2+1,0,Yerden Isýtma,Boþ,Daire,105,10,9,Evet,35000
Pendik , Kaynarca Mahallesi,100,2+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,120,15,15,Evet,26000
Pendik , Yeniþehir Mahallesi,25,Stüdyo,7,Klimalý,Boþ,Daire,35,20,8,Evet,14000
Pendik , Yeniþehir Mahallesi,95,2+1,4,Merkezi (Pay Ölçer),Evet,Daire,110,10,9,26000
Pendik , Harmandere Mahallesi,115,3+1,1,Kombi Doðalgaz,Boþ,Daire,125,25,9,Evet,18500
Pendik , Yeni Mahallesi,120,3+1,10,Merkezi (Pay Ölçer),Boþ,Daire,140,25,10,Evet,23000
Pendik , Kurtköy Mahallesi,85,2+1,5,Kombi Doðalgaz,Daire,95,15,9,Evet,2600000
Pendik , Yeniþehir Mahallesi,70,2+1,1,Merkezi (Pay Ölçer),Boþ,Daire,95,10,2,Evet,30000
Pendik , Harmandere Mahallesi,88,2+1,2,Kombi Doðalgaz,Boþ,Daire,96,25,4,Evet,20900
Pendik , Yeniþehir Mahallesi,104,2+1,1,Kombi Doðalgaz,Eþyalý,Daire,114,20,10,Evet,31750
Pendik , Yayalar Mahallesi,72,2+1,0,Merkezi (Pay Ölçer),Boþ,Daire,90,4,9,Evet,21000
Pendik , Yeniþehir Mahallesi,65,1+1,4,Merkezi (Pay Ölçer),Boþ,Daire,82,15,8,Evet,17200
Pendik , Fevzi Çakmak Mahallesi,75,2+1,5,Kombi Doðalgaz,Eþyalý,Daire,110,3,9,Evet,26000
Pendik , Yeniþehir Mahallesi,100,3+1,9,Kombi Doðalgaz,Boþ,Daire,125,25,9,Evet,18000
Pendik , Yeniþehir Mahallesi,95,3+1,7,Kombi Doðalgaz,Evet,Daire,120,25,9,17500
Pendik , Yeniþehir Mahallesi,60,1+1,1,Kombi Doðalgaz,Boþ,Daire,75,15,5,Evet,18000
Pendik , Güllü Baðlar Mahallesi,48,1+1,9,Kombi Doðalgaz,Eþyalý,Daire,68,3,9,Evet,24000
Pendik , Doðu Mahallesi,75,1+1,8,Merkezi (Pay Ölçer),Eþyalý,Daire,85,4,13,Evet,35000
Pendik , Doðu Mahallesi,85,2+1,8,Merkezi (Pay Ölçer),Eþyalý,Daire,95,4,10,Evet,42000
Pendik , Harmandere Mahallesi,77,2+1,4,Yerden Isýtma,Eþyalý,Daire,96,4,9,Evet,25000
Pendik , Güllü Baðlar Mahallesi,75,2+1,4,Merkezi (Pay Ölçer),Boþ,Daire,82,3,10,Evet,19500
Pendik , Ahmet Yesevi Mahallesi,25,Stüdyo,8,Kombi Doðalgaz,Daire,40,15,11,Eþyalý,Evet,15000
Pendik , Velibaba Mahallesi,90,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,105,20,5,Evet,22000
Pendik , Yeniþehir Mahallesi,75,2+1,5,Kombi Doðalgaz,Evet,Daire,90,25,8,15500
Pendik , Yeniþehir Mahallesi,80,2+1,8,Kombi Doðalgaz,Boþ,Daire,90,25,8,Evet,15000
Pendik , Yeniþehir Mahallesi,158,3+1,0,Kombi Doðalgaz,Boþ,Daire,240,10,4,Evet,70000
Pendik , Doðu Mahallesi,77,2+1,9,Yerden Isýtma,Eþyalý,Residence,110,3,16,Evet,50000
Pendik , Kurtköy Mahallesi,60,2+1,3,Merkezi (Pay Ölçer),Boþ,Daire,88,0,10,Evet,20000
Pendik , Yeniþehir Mahallesi,60,1+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,65,4,9,Evet,30000
Pendik , Harmandere Mahallesi,114,3+1,6,Kombi Doðalgaz,Eþyalý,Daire,135,20,9,Evet,23000
Pendik , Harmandere Mahallesi,80,1+1,2,Merkezi (Pay Ölçer),Boþ,Daire,100,10,9,Evet,19750
Pendik , Yeniþehir Mahallesi,52,1+1,6,Merkezi (Pay Ölçer),Eþyalý,Daire,76,4,9,Evet,30000
Pendik , Yeniþehir Mahallesi,57,1+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,64,4,9,Evet,28000
Pendik , Sülüntepe Mahallesi,52,1+1,2,Merkezi (Pay Ölçer),Eþyalý,Daire,75,20,8,Evet,18000
Pendik , Harmandere Mahallesi,80,1+1,2,Merkezi (Pay Ölçer),Boþ,Daire,100,10,9,Evet,19750
Pendik , Yeniþehir Mahallesi,52,1+1,6,Merkezi (Pay Ölçer),Eþyalý,Daire,76,4,9,Evet,30000
Pendik , Yeniþehir Mahallesi,57,1+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,64,4,9,Evet,28000
Pendik , Sülüntepe Mahallesi,52,1+1,2,Merkezi (Pay Ölçer),Eþyalý,Daire,75,20,8,Evet,18000
Pendik , Dumlupýnar Mahallesi,70,2+1,4,Kombi Doðalgaz,Boþ,Daire,85,0,5,Evet,16300
Pendik , Yeniþehir Mahallesi,100,2+1,3,Merkezi (Pay Ölçer),Boþ,Daire,110,10,10,Evet,25000
Pendik , Harmandere Mahallesi,52,1+1,7,Merkezi (Pay Ölçer),Eþyalý,Daire,65,10,7,Evet,20000
Pendik , Kurtköy Mahallesi,67,2+1,4,Merkezi (Pay Ölçer),Boþ,Daire,88,0,10,Evet,26000
Pendik , Yeniþehir Mahallesi,65,1+1,9,Merkezi (Pay Ölçer),Eþyalý,Daire,72,10,9,Evet,23500
Pendik , Güllü Baðlar Mahallesi,48,1+1,5,Kombi Doðalgaz,Eþyalý,Daire,68,2,9,Evet,22000
Pendik , Yeniþehir Mahallesi,90,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,105,20,2,Evet,15500
Pendik , Yeniþehir Mahallesi,35,Stüdyo,5,Merkezi (Pay Ölçer),Evet,Daire,55,10,9,13000
Pendik , Doðu Mahallesi,113,3+1,13,Merkezi (Pay Ölçer),Eþyalý,Daire,148,4,14,Evet,55000
Pendik , Yeniþehir Mahallesi,115,3+1,9,Kombi Doðalgaz,Boþ,Daire,135,15,9,Evet,22000
Pendik , Yeniþehir Mahallesi,85,2+1,7,Kombi Doðalgaz,Eþyalý,Daire,95,25,9,Evet,18000
Pendik , Çamlýk Mahallesi,35,Stüdyo,7,Kombi Doðalgaz,Boþ,Daire,55,10,8,Evet,15000
Pendik , Çýnardere Mahallesi,110,3+1,4,Merkezi (Pay Ölçer),Boþ,Daire,145,10,5,Evet,26000
Pendik , Yeniþehir Mahallesi,55,1+1,0,Merkezi (Pay Ölçer),Evet,Daire,65,15,8,26000
Pendik , Velibaba Mahallesi,65,3+1,0,Kombi Doðalgaz,Boþ,Daire,94,1,8,Evet,25000
Pendik , Kavakpýnar Mahallesi,82,2+1,4,Kombi Doðalgaz,Evet,Daire,92,25,7,24000
Pendik , Sülüntepe Mahallesi,78,2+1,5,Yerden Isýtma,Boþ,Daire,85,0,8,Evet,19000
Pendik , Yeniþehir Mahallesi,65,1+1,2,Merkezi (Pay Ölçer),Boþ,Daire,82,10,8,Evet,18500
Pendik , Yeniþehir Mahallesi,55,1+1,7,Merkezi (Pay Ölçer),Eþyalý,Daire,68,10,9,Evet,18000
Pendik , Yayalar Mahallesi,140,3+1,7,Kombi Doðalgaz,Eþyalý,Daire,160,10,7,Evet,22000
Pendik , Yeniþehir Mahallesi,100,2+1,1,Merkezi (Pay Ölçer),Boþ,Daire,152,10,8,Evet,26000
Pendik , Güllü Baðlar Mahallesi,48,1+1,2,Kombi Doðalgaz,Boþ,Daire,68,3,9,Evet,17000
Pendik , Yeniþehir Mahallesi,57,1+1,8,Merkezi (Pay Ölçer),Boþ,Daire,85,4,9,Evet,22000
Pendik , Fevzi Çakmak Mahallesi,107,2+1,4,Merkezi (Pay Ölçer),Boþ,Daire,137,0,4,Evet,37000
Pendik , Fevzi Çakmak Mahallesi,100,2+1,3,Merkezi (Pay Ölçer),Boþ,Daire,127,0,4,Evet,33000
Pendik , Fevzi Çakmak Mahallesi,88,2+1,2,Merkezi (Pay Ölçer),Boþ,Daire,114,0,4,Evet,26000
Pendik , Fevzi Çakmak Mahallesi,85,2+1,3,Merkezi (Pay Ölçer),Boþ,Daire,107,0,4,Evet,30000
Pendik , Yayalar Mahallesi,130,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,150,10,4,Evet,13000
Pendik , Harmandere Mahallesi,88,2+1,2,Kombi Doðalgaz,Eþyalý,Daire,96,25,5,Evet,20500
Baðcýlar , Merkez Mahallesi,185,4+1,14,Kombi Doðalgaz,Boþ,Daire,220,2,14,Evet,40000
Baðcýlar , Mahmutbey Mahallesi,45,1+1,19,Merkezi (Pay Ölçer),Boþ,Residence,110,1,30,Evet,17000
Baðcýlar , Baðlar Mahallesi,40,Stüdyo,8,Merkezi (Pay Ölçer),Boþ,Residence,50,10,11,Evet,14000
Baðcýlar , Mahmutbey Mahallesi,120,3+1,12,Merkezi (Pay Ölçer),Boþ,Residence,175,0,30,Evet,36000
Baðcýlar , Yenimahalle Mahallesi,110,3+1,5,Kombi Doðalgaz,Boþ,Daire,120,0,15,Evet,25000
Baðcýlar , Göztepe Mahallesi,80,2+1,12,Merkezi (Pay Ölçer),Boþ,Daire,115,10,26,Evet,30000
Baðcýlar , Mahmutbey Mahallesi,118,3+1,22,Merkezi (Pay Ölçer),Boþ,Daire,175,0,29,Evet,40000
Baðcýlar , Mahmutbey Mahallesi,72,2+1,19,Merkezi (Pay Ölçer),Boþ,Daire,105,1,30,Evet,28000
Baðcýlar , Göztepe Mahallesi,95,3+1,6,Kombi Doðalgaz,Boþ,Hayýr,Daire,130,0,12,28000
Baðcýlar , Baðlar Mahallesi,160,4+1,7,Merkezi (Pay Ölçer),Boþ,Daire,216,10,7,Evet,55000
Baðcýlar , Baðlar Mahallesi,30,Stüdyo,16,Merkezi (Pay Ölçer),Boþ,Daire,46,10,18,Evet,11750
Baðcýlar , Mahmutbey Mahallesi,55,1+1,16,Merkezi (Pay Ölçer),Boþ,Daire,68,4,24,Evet,16500
Baðcýlar , 15 Temmuz Mahallesi,115,3+1,3,Merkezi (Pay Ölçer),Boþ,Daire,135,15,8,Evet,25000
Baðcýlar , Yenimahalle Mahallesi,110,3+1,10,Kombi Doðalgaz,Boþ,Daire,140,0,14,Evet,30000
Baðcýlar , Baðlar Mahallesi,40,1+1,14,Merkezi (Pay Ölçer),Boþ,Daire,66,10,18,Evet,17000
Baðcýlar , Baðlar Mahallesi,80,2+1,0,Merkezi (Pay Ölçer),Boþ,Daire,95,10,5,Evet,25000
Baðcýlar , Baðlar Mahallesi,55,1+1,3,Merkezi (Pay Ölçer),Boþ,Daire,75,2,12,Evet,18000
Baðcýlar , Baðlar Mahallesi,55,1+1,3,Merkezi Doðalgaz,Boþ,Daire,75,2,12,Evet,18000
Baðcýlar , Mahmutbey Mahallesi,88,2+1,10,Merkezi (Pay Ölçer),Boþ,Daire,107,4,24,Evet,24500
Baðcýlar , Mahmutbey Mahallesi,120,3+1,12,Merkezi (Pay Ölçer),Boþ,Residence,175,0,30,Evet,40000
Baðcýlar , Mahmutbey Mahallesi,50,1+1,6,Merkezi (Pay Ölçer),Boþ,Daire,70,10,30,Evet,16000
Baðcýlar , Baðlar Mahallesi,28,Stüdyo,14,Merkezi (Pay Ölçer),Boþ,Daire,42,10,18,Evet,12000
Baðcýlar , Yýldýztepe Mahallesi,85,2+1,1,Isýtma Yok,Hayýr,Daire,90,25,5,Boþ,10500
Baðcýlar , Güneþli Mahallesi,65,1+1,0,Kombi Doðalgaz,Boþ,Daire,75,15,4,Hayýr,10500
Baðcýlar , Merkez Mahallesi,95,2+1,1,Kombi Doðalgaz,Boþ,Daire,110,25,4,Hayýr,14000
Baðcýlar , Sancaktepe Mahallesi,80,2+1,1,Kombi Doðalgaz,Boþ,Daire,85,25,4,Hayýr,14000
Baðcýlar , Çýnar Mahallesi,100,2+1,1,Kombi Doðalgaz,Boþ,Daire,110,25,4,Hayýr,20000
Baðcýlar , Yenimahalle Mahallesi,80,2+1,4,Merkezi Doðalgaz,Boþ,Daire,100,15,10,Hayýr,20000
Baðcýlar , Hürriyet Mahallesi,115,3+1,4,Kombi Doðalgaz,Daire,125,15,4,Boþ,Hayýr,20000
Baðcýlar , Güneþli Mahallesi,240,4+2,4,Kombi Doðalgaz,Boþ,Hayýr,Daire,260,25,5,27000
Baðcýlar , Kirazlý Mahallesi,90,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,25,5,Hayýr,15000
Baðcýlar , Hürriyet Mahallesi,115,3+1,2,Kombi Doðalgaz,Boþ,Daire,130,25,4,Hayýr,16000
Baðcýlar , Yýldýztepe Mahallesi,85,2+1,1,Kombi Doðalgaz,Boþ,Daire,95,25,2,Hayýr,14500
Baðcýlar , Yýldýztepe Mahallesi,85,2+1,1,Kombi Doðalgaz,Boþ,Daire,95,25,2,Hayýr,14500
Baðcýlar , Yýldýztepe Mahallesi,70,2+1,Bodrum Kat,Kombi Doðalgaz,Boþ,Daire,80,25,5,Hayýr,9000
Baðcýlar , Yýldýztepe Mahallesi,80,2+1,4,Kombi Doðalgaz,Boþ,Daire,95,20,4,Hayýr,13000
Baðcýlar , Yenimahalle Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,85,10,5,Hayýr,13000
Baðcýlar , Yavuz Selim Mahallesi,80,2+1,4,Kombi Doðalgaz,Boþ,Daire,90,25,4,Hayýr,15000
Baðcýlar , Fevzi Çakmak Mahallesi,100,3+1,4,Kombi Doðalgaz,Boþ,Daire,110,25,4,Hayýr,15000
Baðcýlar , Ýnönü Mahallesi,75,2+1,5,Kombi Doðalgaz,Boþ,Daire,85,25,5,Hayýr,14500
Baðcýlar , Sancaktepe Mahallesi,85,2+1,4,Kombi Doðalgaz,Boþ,Daire,90,25,5,Hayýr,14000
Baðcýlar , Yýldýztepe Mahallesi,110,2+1,1,Sobalý,Boþ,Hayýr,Daire,120,25,3,9000
Baðcýlar , Fevzi Çakmak Mahallesi,65,2+1,4,Kombi Doðalgaz,Boþ,Daire,70,25,4,Hayýr,10000
Baðcýlar , 15 Temmuz Mahallesi,120,3+1,2,Kombi Doðalgaz,Boþ,Hayýr,Daire,125,15,4,17500
Baðcýlar , Hürriyet Mahallesi,45,1+1,0,Doðalgaz Sobalý,Boþ,Daire,50,25,4,Hayýr,8000
Baðcýlar , Kemalpaþa Mahallesi,120,2+1,1,Kombi Doðalgaz,Boþ,Hayýr,Daire,125,25,4,11500
Baðcýlar , Yýldýztepe Mahallesi,55,1+1,0,Kombi Doðalgaz,Boþ,Daire,60,10,4,Hayýr,10000
Baðcýlar , Kazým Karabekir Mahallesi,115,3+1,2,Kombi Doðalgaz,Daire,120,10,7,Boþ,Hayýr,25000
