Ýlçe, Mahalle, Net Metrekare, Oda Sayýsý, Bulunduðu Kat, Isýtma Tipi, Eþya Durumu, Konut Tipi, Brüt Metrekare, Bina Yaþý, Binanýn Kat Sayýsý, Site Ýçerisinde, Fiyat
Çekmeköy , Alemdað Mahallesi,90,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,100,15,5,Hayýr,21000
Çekmeköy , Çatalmeþe Mahallesi,70,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,80,4,4,Hayýr,16000
Beþiktaþ , Nisbetiye Mahallesi,350,4+1,16,Merkezi (Pay Ölçer),Evet,Residence,450,10,22,Boþ,300000
Beþiktaþ , Nisbetiye Mahallesi,300,35+1,26,Merkezi (Pay Ölçer),Boþ,Residence,360,0,44,Evet,350000
Beþiktaþ , Nisbetiye Mahallesi,250,4+1,28,Merkezi (Pay Ölçer),Boþ,Residence,350,0,44,Evet,350000
Beþiktaþ , Nisbetiye Mahallesi,250,5+1,30,Merkezi (Pay Ölçer),Boþ,Residence,346,0,44,Evet,285000
Beþiktaþ , Viþnezade Mahallesi,500,5+1,7,Merkezi Doðalgaz,Boþ,Daire,550,10,8,Evet,550000
Beþiktaþ , Viþnezade Mahallesi,420,45+1,8,Merkezi (Pay Ölçer),Boþ,Residence,475,10,8,Evet,550000
Beþiktaþ , Nisbetiye Mahallesi,252,4+1,30,Merkezi (Pay Ölçer),Boþ,Residence,349,0,30,Evet,290000
Beþiktaþ , Nisbetiye Mahallesi,250,45+1,16,Merkezi (Pay Ölçer),Boþ,Residence,346,0,44,Evet,285000
Beþiktaþ , Nisbetiye Mahallesi,250,4+1,36,Merkezi (Pay Ölçer),Boþ,Residence,349,0,44,Evet,285000
Beþiktaþ , Nisbetiye Mahallesi,250,45+1,21,Merkezi (Pay Ölçer),Evet,Residence,345,0,44,Boþ,325000
Beþiktaþ , Nisbetiye Mahallesi,159,2+1,30,VRV,Boþ,Residence,221,0,30,Evet,280000
Beþiktaþ , Nisbetiye Mahallesi,252,4+1,40+,VRV,Boþ,Residence,349,0,45,Evet,350000
Beþiktaþ , Nisbetiye Mahallesi,175,3+1,40+,Merkezi (Pay Ölçer),Evet,Residence,242,0,45,Boþ,320000
Beþiktaþ , Nisbetiye Mahallesi,251,45+1,30,Merkezi (Pay Ölçer),Boþ,Residence,346,0,30,Evet,350000
Beþiktaþ , Nisbetiye Mahallesi,159,2+1,40+,Fancoil Ünitesi,Evet,Residence,221,0,45,Boþ,325000
Beþiktaþ , Levazým Mahallesi,175,3+1,10,Merkezi (Pay Ölçer),Boþ,Residence,220,10,21,Evet,280000
Beþiktaþ , Nisbetiye Mahallesi,250,5+1,22,Merkezi (Pay Ölçer),Boþ,Residence,346,0,45,Evet,310000
Beþiktaþ , Nisbetiye Mahallesi,260,45+1,18,Merkezi (Pay Ölçer),Boþ,Residence,349,0,45,Evet,290000
Beþiktaþ , Nisbetiye Mahallesi,275,5+1,40+,Merkezi (Pay Ölçer),Evet,Residence,355,0,45,Boþ,350000
Beþiktaþ , Nisbetiye Mahallesi,450,6+1,34,Merkezi (Pay Ölçer),Boþ,Daire,578,0,45,Evet,520000
Beþiktaþ , Nisbetiye Mahallesi,500,7+1,30,Merkezi (Pay Ölçer),Boþ,Residence,600,0,45,Evet,600000
Beþiktaþ , Nisbetiye Mahallesi,176,3+1,23,Merkezi (Pay Ölçer),Boþ,Residence,242,0,33,Evet,240000
Beþiktaþ , Nisbetiye Mahallesi,300,45+1,30,Merkezi (Pay Ölçer),Boþ,Residence,349,0,30,Evet,290000
Beþiktaþ , Nisbetiye Mahallesi,502,6+1,30,Merkezi (Pay Ölçer),Boþ,Residence,571,0,45,Evet,520000
Beþiktaþ , Nisbetiye Mahallesi,525,5+1,30,Merkezi (Pay Ölçer),Boþ,Residence,567,0,30,Evet,290000
Beþiktaþ , Nisbetiye Mahallesi,176,3+1,20,Merkezi (Pay Ölçer),Evet,Residence,242,0,45,Boþ,230000
Beþiktaþ , Ulus Mahallesi,230,35+1,4,Merkezi Doðalgaz,Boþ,Evet,Daire,250,0,5,140000
Beþiktaþ , Dikilitaþ Mahallesi,90,1+1,24,Merkezi Doðalgaz,Evet,Residence,100,10,35,Boþ,60000
Beþiktaþ , Cihannüma Mahallesi,55,1+1,1,Isýtma Yok,Boþ,Daire,60,25,4,Hayýr,14900
Beþiktaþ , Mecidiye Mahallesi,95,2+1,3,Kombi Doðalgaz,Boþ,Daire,110,25,5,Hayýr,25000
Beþiktaþ , Türkali Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,85,25,4,Hayýr,17000
Beþiktaþ , Nisbetiye Mahallesi,149,3+1,2,Merkezi Doðalgaz,Boþ,Daire,165,25,6,Hayýr,70000
Beþiktaþ , Gayrettepe Mahallesi,83,2+1,1,Kombi Doðalgaz,Boþ,Daire,97,25,5,Hayýr,28000
Beþiktaþ , Dikilitaþ Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,25,5,Hayýr,23000
Beþiktaþ , Ortaköy Mahallesi,90,2+1,4,Kombi Doðalgaz,Boþ,Daire,110,10,4,Hayýr,50000
Beþiktaþ , Türkali Mahallesi,85,3+1,6,Kombi Doðalgaz,Boþ,Daire,95,25,6,Hayýr,25000
Beþiktaþ , Türkali Mahallesi,45,Stüdyo,3,Klimalý,Boþ,Daire,50,25,3,Hayýr,8000
Beþiktaþ , Türkali Mahallesi,85,2+1,1,Kombi Doðalgaz,Boþ,Daire,90,25,5,Hayýr,22500
Beþiktaþ , Türkali Mahallesi,75,2+1,2,Kombi Doðalgaz,Boþ,Daire,85,25,5,Hayýr,25000
Beþiktaþ , Balmumcu Mahallesi,110,3+1,3,Merkezi Doðalgaz,Boþ,Daire,115,25,4,Hayýr,45000
Beþiktaþ , Abbasaða Mahallesi,35,1+1,-1,Kombi Doðalgaz,Boþ,Daire,45,25,5,Hayýr,12750
Beþiktaþ , Abbasaða Mahallesi,180,4+1,6,Kombi Doðalgaz,Boþ,Daire,200,3,7,Hayýr,70000
Beþiktaþ , Gayrettepe Mahallesi,85,3+1,4,Kombi Doðalgaz,Hayýr,Daire,100,15,6,Boþ,31000
Beþiktaþ , Türkali Mahallesi,30,Stüdyo,4,Kombi Doðalgaz,Boþ,Daire,40,20,4,Hayýr,16000
Beþiktaþ , Etiler Mahallesi,48,2+1,0,Merkezi (Pay Ölçer),Boþ,Daire,55,25,4,Hayýr,18000
Beþiktaþ , Dikilitaþ Mahallesi,110,3+1,5,Merkezi Doðalgaz,Boþ,Daire,120,25,6,Hayýr,30000
Beþiktaþ , Dikilitaþ Mahallesi,110,2+1,0,Merkezi Doðalgaz,Hayýr,Daire,120,0,6,Boþ,46000
Beþiktaþ , Abbasaða Mahallesi,60,2+1,4,Kombi Doðalgaz,Boþ,Daire,70,25,6,Hayýr,26000
Beþiktaþ , Abbasaða Mahallesi,50,2+1,0,Kombi Doðalgaz,Boþ,Daire,55,25,5,Hayýr,21000
Beþiktaþ , Levazým Mahallesi,95,3+1,7,Merkezi Doðalgaz,Boþ,Daire,110,25,9,Hayýr,36000
Beþiktaþ , Bebek Mahallesi,160,3+1,0,Merkezi Doðalgaz,Hayýr,Daire,180,25,2,Boþ,220000
Beþiktaþ , Gayrettepe Mahallesi,70,2+1,-1,Kombi Doðalgaz,Boþ,Daire,80,0,5,Hayýr,45000
Beþiktaþ , Bebek Mahallesi,100,3+1,1,Merkezi (Pay Ölçer),Hayýr,Daire,120,25,6,Boþ,60000
Beþiktaþ , Abbasaða Mahallesi,100,2+1,0,Kombi Doðalgaz,Boþ,Daire,120,25,5,Hayýr,25000
Beþiktaþ , Ortaköy Mahallesi,90,2+1,3,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,3,25000
Beþiktaþ , Akat Mahallesi,86,3+1,0,Merkezi (Pay Ölçer),Boþ,Daire,101,0,14,Hayýr,75000
Beþiktaþ , Yýldýz Mahallesi,76,2+1,4,Kombi Doðalgaz,Boþ,Daire,80,25,5,Hayýr,32000
Beþiktaþ , Akat Mahallesi,70,2+1,0,Merkezi (Pay Ölçer),Hayýr,Daire,80,0,5,Boþ,50000
Beþiktaþ , Mecidiye Mahallesi,85,2+1,2,Merkezi Doðalgaz,Boþ,Daire,90,15,5,Hayýr,22000
Beþiktaþ , Nisbetiye Mahallesi,480,7+1,30,VRV,Boþ,Residence,600,0,30,Hayýr,600000
Beþiktaþ , Viþnezade Mahallesi,405,35+1,11,Merkezi (Pay Ölçer),Boþ,Residence,410,10,14,Hayýr,200000
Beþiktaþ , Nisbetiye Mahallesi,430,7+2,16,Merkezi (Pay Ölçer),Boþ,Residence,570,0,45,Hayýr,520000
Beþiktaþ , Bebek Mahallesi,180,3+1,2,Merkezi Doðalgaz,Boþ,Daire,200,25,3,Hayýr,79000
Beþiktaþ , Viþnezade Mahallesi,185,2+1,4,Merkezi (Pay Ölçer),Boþ,Residence,232,10,16,Hayýr,88000
Beþiktaþ , Gayrettepe Mahallesi,220,4+1,8,Merkezi Doðalgaz,Boþ,Daire,230,25,10,Hayýr,100000
Beþiktaþ , Yýldýz Mahallesi,76,1+1,4,Yerden Isýtma,Eþyalý,Daire,80,0,7,Evet,79500
Beþiktaþ , Konaklar Mahallesi,120,3+1,0,Merkezi Doðalgaz,Eþyalý,Daire,130,25,5,Evet,44000
Beþiktaþ , Ulus Mahallesi,200,3+1,5,Kombi Doðalgaz,Eþyalý,Daire,230,25,5,Evet,300000
Beþiktaþ , Ulus Mahallesi,100,2+1,3,Merkezi Doðalgaz,Eþyalý,Daire,120,25,3,Evet,110000
Beþiktaþ , Viþnezade Mahallesi,315,3+1,30,Merkezi (Pay Ölçer),Evet,Residence,365,25,30,Eþyalý,435000
Beþiktaþ , Viþnezade Mahallesi,120,1+1,4,Yerden Isýtma,Eþyalý,Residence,141,20,14,Evet,100000
Beþiktaþ , Gayrettepe Mahallesi,125,3+1,8,Merkezi (Pay Ölçer),Eþyalý,Residence,156,15,22,Evet,98000
Beþiktaþ , Nisbetiye Mahallesi,250,3+1,28,Merkezi (Pay Ölçer),Eþyalý,Residence,300,0,44,Evet,280000
Beþiktaþ , Türkali Mahallesi,90,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,105,3,8,Hayýr,27000
Beþiktaþ , Muradiye Mahallesi,70,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,80,4,6,Hayýr,40000
Beþiktaþ , Mecidiye Mahallesi,34,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,45,20,3,Hayýr,19000
Beþiktaþ , Türkali Mahallesi,22,Stüdyo,1,Kombi Doðalgaz,Eþyalý,Daire,25,25,2,Hayýr,13500
Beþiktaþ , Türkali Mahallesi,35,Stüdyo,-1,Kombi Doðalgaz,Eþyalý,Daire,40,20,3,Hayýr,18000
Beþiktaþ , Nisbetiye Mahallesi,100,2+1,6,Merkezi Doðalgaz,Eþyalý,Daire,110,25,8,Hayýr,40000
Beþiktaþ , Türkali Mahallesi,65,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,95,25,4,Hayýr,20000
Beþiktaþ , Akat Mahallesi,160,3+1,5,Merkezi Doðalgaz,Eþyalý,Daire,180,25,6,Hayýr,129000
Beþiktaþ , Türkali Mahallesi,70,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,75,15,5,Hayýr,29500
Beþiktaþ , Cihannüma Mahallesi,82,2+1,0,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,87,25,5,22500
Beþiktaþ , Etiler Mahallesi,78,2+1,1,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,85,25,3,26000
Beþiktaþ , Türkali Mahallesi,60,Stüdyo,0,Kombi Doðalgaz,Eþyalý,Daire,65,0,5,Hayýr,16000
Beþiktaþ , Ortaköy Mahallesi,35,1+1,5,Kombi Doðalgaz,Eþyalý,Daire,40,25,6,Hayýr,15000
Beþiktaþ , Mecidiye Mahallesi,110,2+1,2,Klimalý,Hayýr,Daire,115,25,3,Eþyalý,32250
Beþiktaþ , Bebek Mahallesi,85,1+1,2,Kombi Doðalgaz,Daire,95,25,4,Eþyalý,Hayýr,85000
Beþiktaþ , Türkali Mahallesi,110,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,120,0,4,Hayýr,38000
Beþiktaþ , Türkali Mahallesi,70,1+1,3,Kombi Doðalgaz,Eþyalý,Daire,75,0,5,Hayýr,30000
Beþiktaþ , Ortaköy Mahallesi,40,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,45,20,3,Hayýr,21500
Beþiktaþ , Mecidiye Mahallesi,34,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,45,20,3,Hayýr,19000
Beþiktaþ , Levazým Mahallesi,190,2+1,4,Merkezi (Pay Ölçer),Eþyalý,Daire,200,4,22,Hayýr,275000
Beþiktaþ , Türkali Mahallesi,40,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,44,0,4,Hayýr,40000
Beþiktaþ , Konaklar Mahallesi,60,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,70,25,4,Hayýr,26500
Beþiktaþ , Arnavutköy Mahallesi,50,1+1,0,Kombi Doðalgaz,Eþyalý,Daire,60,25,4,Hayýr,32000
Beþiktaþ , Arnavutköy Mahallesi,55,2+1,2,Kombi Doðalgaz,Eþyalý,Daire,70,20,3,Hayýr,50000
Beþiktaþ , Dikilitaþ Mahallesi,85,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,90,25,5,Hayýr,32000
Beþiktaþ , Yýldýz Mahallesi,60,1+1,3,Merkezi Doðalgaz,Eþyalý,Daire,65,15,5,Hayýr,28000
Beþiktaþ , Ortaköy Mahallesi,35,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,40,15,2,Hayýr,16000
Beþiktaþ , Türkali Mahallesi,30,Stüdyo,5,Kombi Doðalgaz,Eþyalý,Daire,35,20,5,Hayýr,20000
Beþiktaþ , Türkali Mahallesi,40,Stüdyo,-1,Kombi Doðalgaz,Eþyalý,Daire,50,15,5,Hayýr,18000
Beþiktaþ , Mecidiye Mahallesi,40,1+1,3,Kombi Doðalgaz,Eþyalý,Daire,50,20,3,Hayýr,30000
Beþiktaþ , Ortaköy Mahallesi,35,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,40,20,3,Hayýr,20000
Beþiktaþ , Ortaköy Mahallesi,30,Stüdyo,2,Merkezi Doðalgaz,Eþyalý,Daire,45,25,3,Hayýr,20000
Beþiktaþ , Mecidiye Mahallesi,50,1+1,1,Kombi Doðalgaz,Eþyalý,Daire,55,20,4,Hayýr,21000
Beþiktaþ , Türkali Mahallesi,35,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,40,25,3,Hayýr,15000
Beþiktaþ , Ortaköy Mahallesi,30,Stüdyo,1,Kombi Doðalgaz,Eþyalý,Daire,35,20,2,Hayýr,17000
Beþiktaþ , Mecidiye Mahallesi,45,1+1,3,Kombi Doðalgaz,Eþyalý,Daire,55,20,3,Hayýr,27000
Beþiktaþ , Ortaköy Mahallesi,140,3+1,1,Merkezi Doðalgaz,Hayýr,Daire,160,25,6,Eþyalý,54500
Beþiktaþ , Ortaköy Mahallesi,35,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,40,15,2,Hayýr,17000
Beþiktaþ , Türkali Mahallesi,30,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,35,20,5,Hayýr,23000
Beþiktaþ , Dikilitaþ Mahallesi,150,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,170,1,6,Hayýr,47500
Beþiktaþ , Ulus Mahallesi,85,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,90,20,5,Hayýr,35000
Beþiktaþ , Ulus Mahallesi,80,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,100,15,5,Hayýr,30000
Beþiktaþ , Yýldýz Mahallesi,70,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,75,25,3,Hayýr,33000
Beþiktaþ , Türkali Mahallesi,30,Stüdyo,5,Kombi Doðalgaz,Eþyalý,Daire,35,20,6,Hayýr,20000
Beþiktaþ , Konaklar Mahallesi,75,2+1,0,Kombi Doðalgaz,Hayýr,Daire,90,25,2,Eþyalý,32000
Beþiktaþ , Akat Mahallesi,75,2+1,0,Merkezi Doðalgaz,Eþyalý,Daire,85,25,6,Hayýr,40000
Beþiktaþ , Ulus Mahallesi,102,3+1,2,Merkezi (Pay Ölçer),Hayýr,Daire,115,15,5,Eþyalý,47500
Beþiktaþ , Türkali Mahallesi,30,Stüdyo,5,Kombi Doðalgaz,Eþyalý,Daire,35,20,5,Hayýr,20000
Beþiktaþ , Türkali Mahallesi,28,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Daire,32,20,5,Hayýr,22000
Beþiktaþ , Arnavutköy Mahallesi,60,1+1,1,Kombi Doðalgaz,Hayýr,Daire,75,25,2,Eþyalý,38000
Beþiktaþ , Cihannüma Mahallesi,70,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,80,25,4,Hayýr,33000
Beþiktaþ , Türkali Mahallesi,17,Stüdyo,-1,Sobalý,Eþyalý,Daire,20,25,6,Hayýr,11000
Beþiktaþ , Bebek Mahallesi,45,1+1,-2,Kombi Doðalgaz,Hayýr,Daire,75,20,4,Eþyalý,38000
Beþiktaþ , Cihannüma Mahallesi,65,1+1,0,Kombi Doðalgaz,Eþyalý,Daire,75,25,4,Hayýr,35000
Beþiktaþ , Konaklar Mahallesi,60,2+1,2,Kombi Doðalgaz,Eþyalý,Residence,85,4,15,Hayýr,36000
Beþiktaþ , Ortaköy Mahallesi,80,25+1,1,Kombi Doðalgaz,Eþyalý,Daire,90,25,4,Hayýr,33000
Beþiktaþ , Abbasaða Mahallesi,65,1+1,3,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,70,25,4,22000
Beþiktaþ , Yýldýz Mahallesi,50,1+1,3,Merkezi Doðalgaz,Eþyalý,Daire,65,15,5,Hayýr,28000
Beþiktaþ , Akat Mahallesi,220,4+1,6,Merkezi Doðalgaz,Eþyalý,Daire,250,25,10,Hayýr,225000
Beþiktaþ , Gayrettepe Mahallesi,75,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,100,10,5,Hayýr,40000
Beþiktaþ , Arnavutköy Mahallesi,45,1+1,2,Kombi Doðalgaz,Hayýr,Daire,65,25,3,Eþyalý,38000
Beþiktaþ , Gayrettepe Mahallesi,62,1+1,4,VRV,Eþyalý,Residence,65,10,10,Hayýr,45000
Beþiktaþ , Ortaköy Mahallesi,90,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,100,25,4,Hayýr,25000
Beþiktaþ , Gayrettepe Mahallesi,80,2+1,5,Kombi Doðalgaz,Eþyalý,Daire,90,15,6,Hayýr,32500
Beþiktaþ , Gayrettepe Mahallesi,50,1+1,3,Kombi Doðalgaz,Eþyalý,Daire,60,15,6,Hayýr,27500
Beþiktaþ , Gayrettepe Mahallesi,130,2+1,5,VRV,Eþyalý,Residence,135,10,10,Hayýr,70000
Beþiktaþ , Yýldýz Mahallesi,55,2+1,2,Kombi Doðalgaz,Eþyalý,Daire,60,25,4,Hayýr,35000
Beþiktaþ , Nisbetiye Mahallesi,250,4+1,30,Merkezi (Pay Ölçer),Eþyalý,Residence,300,0,30,Hayýr,300000
Beþiktaþ , Nisbetiye Mahallesi,80,2+1,2,Merkezi (Pay Ölçer),Eþyalý,Daire,90,25,5,Hayýr,55000
Beþiktaþ , Dikilitaþ Mahallesi,50,1 Oda,-1,Kombi Doðalgaz,Eþyalý,Daire,60,4,6,Hayýr,27000
Beþiktaþ , Gayrettepe Mahallesi,65,1+1,3,Merkezi Doðalgaz,Eþyalý,Residence,75,10,14,Hayýr,65000
Beþiktaþ , Gayrettepe Mahallesi,115,2+1,7,Merkezi Doðalgaz,Eþyalý,Residence,135,10,13,Hayýr,90000
Beþiktaþ , Bebek Mahallesi,135,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,145,25,7,Hayýr,110000
Beþiktaþ , Etiler Mahallesi,100,3+1,4,Merkezi Doðalgaz,Hayýr,Daire,120,25,7,Eþyalý,110000
Beþiktaþ , Akat Mahallesi,200,4+1,8,Merkezi Doðalgaz,Eþyalý,Daire,240,25,11,Hayýr,225000
Beþiktaþ , Gayrettepe Mahallesi,85,2+1,3,Kombi Doðalgaz,Eþyalý,Residence,100,10,5,Hayýr,39000
Beþiktaþ , Ulus Mahallesi,230,4+1,3,Merkezi Doðalgaz,Eþyalý,Daire,250,25,4,Hayýr,180000
Kadýköy , Bostancý Mahallesi,140,4+1,10,Kombi Doðalgaz,Boþ,Residence,180,15,13,Evet,80000
Kadýköy , Bostancý Mahallesi,140,4+1,10,Kombi Doðalgaz,Boþ,Daire,180,15,13,Evet,80000
Kadýköy , Dumlupýnar Mahallesi,67,2+1,18,Merkezi (Pay Ölçer),Boþ,Residence,98,2,24,Evet,33000
Kadýköy , Dumlupýnar Mahallesi,87,2+1,15,Merkezi (Pay Ölçer),Boþ,Residence,140,2,19,Evet,39000
Kadýköy , Dumlupýnar Mahallesi,57,15+1,9,Merkezi (Pay Ölçer),Boþ,Daire,65,2,19,Evet,30000
Kadýköy , Bostancý Mahallesi,95,2+1,8,Kombi Doðalgaz,Boþ,Daire,105,15,8,Evet,50000
Kadýköy , Bostancý Mahallesi,90,2+1,8,Kombi Doðalgaz,Boþ,Residence,105,15,8,Evet,50000
Kadýköy , Fikirtepe Mahallesi,98,3+1,18,Merkezi (Pay Ölçer),Boþ,Daire,136,4,24,Evet,47000
Kadýköy , Dumlupýnar Mahallesi,57,1+1,13,Merkezi (Pay Ölçer),Boþ,Residence,90,2,19,Evet,28000
Kadýköy , Suadiye Mahallesi,250,4+1,3,Merkezi (Pay Ölçer),Boþ,Evet,Daire,280,20,4,125000
Kadýköy , Dumlupýnar Mahallesi,67,2+1,5,Merkezi (Pay Ölçer),Boþ,Residence,90,2,21,Evet,33000
Kadýköy , Merdivenköy Mahallesi,80,2+1,6,Merkezi (Pay Ölçer),Boþ,Daire,105,4,24,Evet,33000
Kadýköy , Eðitim Mahallesi,80,3+1,4,Merkezi (Pay Ölçer),Boþ,Daire,90,25,8,Evet,26000
Kadýköy , Dumlupýnar Mahallesi,67,2+1,6,Merkezi (Pay Ölçer),Boþ,Residence,98,2,21,Evet,33000
Kadýköy , Fikirtepe Mahallesi,46,1+1,7,Merkezi (Pay Ölçer),Boþ,Residence,72,2,24,Evet,26000
Kadýköy , Erenköy Mahallesi,135,3+1,1,Merkezi (Pay Ölçer),Boþ,Residence,155,10,20,Evet,75000
Kadýköy , Fikirtepe Mahallesi,46,1+1,4,Merkezi (Pay Ölçer),Boþ,Daire,72,2,24,Evet,25000
Kadýköy , Göztepe Mahallesi,150,3+1,39,Yerden Isýtma,Evet,Daire,223,10,44,Boþ,145000
Kadýköy , Suadiye Mahallesi,168,4+1,2,Kombi Doðalgaz,Hayýr,Daire,220,4,15,Boþ,120000
