Ýlçe, Mahalle, Net Metrekare, Oda Sayýsý, Bulunduðu Kat, Isýtma Tipi, Eþya Durumu, Konut Tipi, Brüt Metrekare, Bina Yaþý, Binanýn Kat Sayýsý, Site Ýçerisinde, Fiyat
Kadýköy , Fenerbahçe Mahallesi,50,2+1,0,Kombi Doðalgaz,Boþ,Daire,70,10,6,Hayýr,48000
Kadýköy , Fenerbahçe Mahallesi,120,3+1,8,Merkezi Doðalgaz,Hayýr,Daire,150,25,9,Boþ,42000
Kadýköy , Erenköy Mahallesi,165,4+1,1,Merkezi (Pay Ölçer),Boþ,Daire,185,25,13,Hayýr,62500
Kadýköy , Erenköy Mahallesi,90,3+1,4,Merkezi (Pay Ölçer),Boþ,Daire,110,0,14,Hayýr,51000
Kadýköy , Göztepe Mahallesi,75,2+1,6,Kombi Doðalgaz,Boþ,Daire,100,10,7,Hayýr,55000
Kadýköy , Hasanpaþa Mahallesi,76,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,25,4,Hayýr,20000
Kadýköy , Caferaða Mahallesi,95,3+1,5,Kombi Doðalgaz,Boþ,Daire,115,25,5,Hayýr,35000
Kadýköy , Caferaða Mahallesi,135,3+1,1,Merkezi Doðalgaz,Boþ,Daire,160,25,5,Hayýr,54000
Kadýköy , Erenköy Mahallesi,90,3+1,7,Kombi Doðalgaz,Boþ,Daire,110,10,8,Hayýr,58000
Kadýköy , Suadiye Mahallesi,80,2+1,-1,Kombi Doðalgaz,Boþ,Hayýr,Daire,90,25,3,26500
Kadýköy , Göztepe Mahallesi,115,3+1,4,Kombi Doðalgaz,Boþ,Daire,130,25,6,Hayýr,32000
Kadýköy , Suadiye Mahallesi,240,5+2,12,Merkezi (Pay Ölçer),Boþ,Daire,290,4,12,Hayýr,165000
Kadýköy , Zühtüpaþa Mahallesi,100,3+1,10,Merkezi Doðalgaz,Boþ,Daire,125,25,11,Hayýr,32000
Kadýköy , Kozyataðý Mahallesi,70,2+1,6,Kombi Doðalgaz,Boþ,Daire,85,1,8,Hayýr,47500
Kadýköy , Koþuyolu Mahallesi,85,2+1,0,Merkezi Doðalgaz,Hayýr,Daire,90,25,5,Boþ,25500
Kadýköy , Osmanaða Mahallesi,70,2+1,6,Kombi Doðalgaz,Boþ,Daire,90,25,6,Hayýr,20500
Kadýköy , Göztepe Mahallesi,175,4+1,2,Merkezi (Pay Ölçer),Hayýr,Daire,230,25,15,Boþ,120000
Kadýköy , Suadiye Mahallesi,100,3+1,7,Kombi Doðalgaz,Boþ,Daire,135,25,8,Hayýr,43000
Kadýköy , Merdivenköy Mahallesi,100,2+1,2,Kombi Doðalgaz,Hayýr,Daire,135,25,5,Boþ,30000
Kadýköy , Merdivenköy Mahallesi,100,2+1,2,Kombi Doðalgaz,Hayýr,Daire,135,25,5,Boþ,25000
Kadýköy , Kozyataðý Mahallesi,55,2+1,7,Kombi Doðalgaz,Boþ,Daire,65,1,8,Hayýr,40000
Kadýköy , Rasimpaþa Mahallesi,25,Stüdyo,1,Isýtma Yok,Boþ,Daire,35,25,5,Hayýr,11000
Kadýköy , Caddebostan Mahallesi,200,4+1,2,Yerden Isýtma,Daire,250,3,4,Boþ,Hayýr,250000
Kadýköy , 19 Mayýs Mahallesi,90,3+1,5,Klimalý,Boþ,Daire,100,25,7,Hayýr,30000
Kadýköy , Suadiye Mahallesi,100,3+1,2,Merkezi Doðalgaz,Boþ,Daire,135,25,4,Hayýr,27000
Kadýköy , Suadiye Mahallesi,125,3+1,6,Kombi Doðalgaz,Boþ,Hayýr,Daire,140,25,6,60000
Kadýköy , Suadiye Mahallesi,120,3+1,3,Merkezi (Pay Ölçer),Boþ,Daire,160,0,12,Hayýr,78000
Kadýköy , Acýbadem Mahallesi,60,1+1,3,Kombi Doðalgaz,Boþ,Daire,75,25,3,Hayýr,17500
Kadýköy , Bostancý Mahallesi,125,3+1,9,Kombi Doðalgaz,Boþ,Daire,137,25,12,Hayýr,27000
Kadýköy , Kozyataðý Mahallesi,100,3+1,2,Merkezi Doðalgaz,Boþ,Daire,120,25,5,Hayýr,32500
Kadýköy , Acýbadem Mahallesi,200,4+1,4,Kombi Doðalgaz,Boþ,Daire,236,0,4,Hayýr,105000
Kadýköy , Merdivenköy Mahallesi,100,3+1,4,Kombi Doðalgaz,Boþ,Daire,120,25,5,Hayýr,25000
Kadýköy , Göztepe Mahallesi,80,2+1,1,Yerden Isýtma,Boþ,Daire,100,10,7,Hayýr,45000
Kadýköy , Koþuyolu Mahallesi,57,1+1,-1,Kombi Doðalgaz,Boþ,Daire,70,25,5,Hayýr,20500
Kadýköy , Caddebostan Mahallesi,200,5+1,5,Kombi Doðalgaz,Boþ,Daire,260,15,5,Hayýr,148500
Kadýköy , Fenerbahçe Mahallesi,160,4+1,3,Kat Kaloriferi,Boþ,Daire,200,0,3,Hayýr,125000
Kadýköy , Feneryolu Mahallesi,140,3+1,2,Merkezi Doðalgaz,Boþ,Daire,170,25,4,Hayýr,29000
Kadýköy , Caddebostan Mahallesi,170,4+1,4,Merkezi Doðalgaz,Hayýr,Daire,210,25,10,Boþ,80000
Kadýköy , Koþuyolu Mahallesi,95,3+1,3,Merkezi Doðalgaz,Hayýr,Daire,125,25,4,Boþ,33000
Kadýköy , Suadiye Mahallesi,200,4+1,2,Kombi Doðalgaz,Boþ,Daire,230,25,3,Hayýr,155000
Kadýköy , Fenerbahçe Mahallesi,185,4+1,1,Merkezi (Pay Ölçer),Boþ,Daire,225,25,4,Hayýr,225000
Kadýköy , Zühtüpaþa Mahallesi,28,1+1,0,Kombi Doðalgaz,Hayýr,Daire,30,15,3,Boþ,25000
Kadýköy , Rasimpaþa Mahallesi,85,2+1,2,Kombi Doðalgaz,Boþ,Daire,95,20,5,Hayýr,25000
Kadýköy , Acýbadem Mahallesi,95,3+1,1,Kombi Doðalgaz,Boþ,Daire,115,25,5,Hayýr,27000
Kadýköy , Caddebostan Mahallesi,112,3+1,3,Kombi Doðalgaz,Hayýr,Daire,145,10,9,Boþ,70000
Kadýköy , Merdivenköy Mahallesi,65,1+1,Bodrum Kat,Kombi Doðalgaz,Boþ,Daire,80,20,6,Hayýr,15000
Kadýköy , Göztepe Mahallesi,45,1+1,11,Merkezi (Pay Ölçer),Eþyalý,Daire,60,10,14,Evet,47000
Kadýköy , Dumlupýnar Mahallesi,35,1+1,11,Merkezi (Pay Ölçer),Eþyalý,Residence,50,2,24,Evet,26000
Kadýköy , Dumlupýnar Mahallesi,35,1+1,4,Merkezi (Pay Ölçer),Eþyalý,Residence,45,2,24,Evet,25500
Kadýköy , Dumlupýnar Mahallesi,35,1+1,16,Merkezi (Pay Ölçer),Eþyalý,Residence,45,2,24,Evet,25500
Kadýköy , Göztepe Mahallesi,76,1+1,30,Merkezi (Pay Ölçer),Eþyalý,Daire,117,10,30,Evet,69500
Kadýköy , Bostancý Mahallesi,135,3+1,6,Kombi Doðalgaz,Eþyalý,Daire,150,25,10,Hayýr,45000
Kadýköy , Bostancý Mahallesi,95,3+1,4,Kombi Doðalgaz,Hayýr,Daire,110,1,4,Eþyalý,55490
Kadýköy , Acýbadem Mahallesi,80,2+1,1,Kombi Doðalgaz,Eþyalý,Daire,110,10,4,Hayýr,30000
Kadýköy , Acýbadem Mahallesi,70,1+1,0,Kombi Doðalgaz,Eþyalý,Daire,100,25,5,Hayýr,38000
Kadýköy , Caddebostan Mahallesi,80,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,105,25,9,Hayýr,62500
Kadýköy , Fenerbahçe Mahallesi,50,2+1,0,Kombi Doðalgaz,Eþyalý,Daire,70,10,6,Hayýr,60000
Kadýköy , Kozyataðý Mahallesi,110,3+1,4,Merkezi Doðalgaz,Eþyalý,Daire,140,25,7,Hayýr,45000
Kadýköy , Osmanaða Mahallesi,33,Stüdyo,1,Klimalý,Eþyalý,Daire,37,25,5,Hayýr,15000
Kadýköy , Osmanaða Mahallesi,28,Stüdyo,5,Klimalý,Eþyalý,Daire,32,25,5,Hayýr,14000
Kadýköy , Fenerbahçe Mahallesi,120,3+1,6,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,140,10,7,150000
Kadýköy , Feneryolu Mahallesi,110,3+1,2,Kombi Doðalgaz,Hayýr,Daire,132,10,15,Eþyalý,58490
Kadýköy , Dumlupýnar Mahallesi,70,2+1,16,Kombi Doðalgaz,Hayýr,Daire,84,2,30,Eþyalý,43490
Kadýköy , Göztepe Mahallesi,90,3+1,10,Kombi Doðalgaz,Hayýr,Daire,118,2,15,Eþyalý,62590
Kadýköy , Fenerbahçe Mahallesi,110,3+1,11,Kombi Doðalgaz,Hayýr,Daire,120,2,15,Eþyalý,118990
Kadýköy , Feneryolu Mahallesi,55,1+1,10,Kombi Doðalgaz,Hayýr,Daire,65,2,15,Eþyalý,40340
Kadýköy , Göztepe Mahallesi,50,1+1,1,Kombi Doðalgaz,Eþyalý,Daire,60,10,10,Hayýr,48000
Kadýköy , Dumlupýnar Mahallesi,80,2+1,2,Kombi Doðalgaz,Hayýr,Daire,96,2,20,Eþyalý,42990
Kadýköy , Caddebostan Mahallesi,190,4+1,4,Merkezi Doðalgaz,Eþyalý,Daire,260,25,8,Hayýr,160000
Kadýköy , Suadiye Mahallesi,75,2+1,2,Kombi Doðalgaz,Hayýr,Daire,90,10,8,Eþyalý,57490
Kadýköy , 19 Mayýs Mahallesi,110,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,132,25,6,Hayýr,30000
Kadýköy , Göztepe Mahallesi,140,4+1,6,Kombi Doðalgaz,Hayýr,Daire,168,15,20,Eþyalý,94490
Kadýköy , Göztepe Mahallesi,140,4+1,11,Kombi Doðalgaz,Hayýr,Daire,168,15,20,Eþyalý,96490
Kadýköy , Caddebostan Mahallesi,100,3+1,7,Kombi Doðalgaz,Hayýr,Daire,120,10,15,Eþyalý,88990
Kadýköy , 19 Mayýs Mahallesi,85,3+1,5,Merkezi Doðalgaz,Eþyalý,Daire,110,25,9,Hayýr,25000
Kadýköy , Merdivenköy Mahallesi,75,2+1,2,Kombi Doðalgaz,Daire,90,10,8,Eþyalý,Hayýr,47500
Kadýköy , Rasimpaþa Mahallesi,75,2+1,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,80,25,5,35000
Kadýköy , Dumlupýnar Mahallesi,100,3+1,4,Merkezi Doðalgaz,Eþyalý,Daire,120,25,6,Hayýr,25000
Kadýköy , Rasimpaþa Mahallesi,72,2+1,5,Kombi Doðalgaz,Eþyalý,Daire,80,25,5,Hayýr,35000
Kadýköy , Dumlupýnar Mahallesi,100,3+1,0,Merkezi Doðalgaz,Eþyalý,Daire,120,25,7,Hayýr,30000
Kadýköy , Osmanaða Mahallesi,50,1+1,2,Kombi Doðalgaz,Eþyalý,Daire,55,2,4,Hayýr,35000
Kadýköy , Caferaða Mahallesi,120,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,135,25,3,Hayýr,35000
Kadýköy , Osmanaða Mahallesi,65,1+1,3,Kombi Doðalgaz,Eþyalý,Daire,75,25,3,Hayýr,22000
Kadýköy , Göztepe Mahallesi,90,3+1,4,Kombi Doðalgaz,Hayýr,Daire,108,10,10,Eþyalý,67490
Kadýköy , Caferaða Mahallesi,100,2+1,2,Kombi Doðalgaz,Eþyalý,Daire,120,25,7,Hayýr,35000
Kadýköy , Fikirtepe Mahallesi,50,1+1,18,Merkezi (Pay Ölçer),Eþyalý,Residence,76,0,24,Hayýr,33500
Kadýköy , Osmanaða Mahallesi,40,Stüdyo,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,45,25,5,16000
Kadýköy , Osmanaða Mahallesi,28,Stüdyo,2,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,35,25,6,17000
Kadýköy , Bostancý Mahallesi,110,3+1,5,Kombi Doðalgaz,Eþyalý,Daire,130,10,10,Hayýr,52000
Kadýköy , Rasimpaþa Mahallesi,80,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,100,25,4,Hayýr,28000
Kadýköy , Bostancý Mahallesi,110,3+1,4,Merkezi (Pay Ölçer),Eþyalý,Daire,130,2,11,Hayýr,40000
Kadýköy , Dumlupýnar Mahallesi,100,3+1,4,Merkezi Doðalgaz,Eþyalý,Daire,120,25,6,Hayýr,25000
Kadýköy , Dumlupýnar Mahallesi,100,3+1,0,Merkezi Doðalgaz,Eþyalý,Daire,120,25,7,Hayýr,30000
Kadýköy , Sahrayý Cedit Mahallesi,85,2+1,6,Kombi Doðalgaz,Eþyalý,Daire,110,25,13,Hayýr,25000
Kadýköy , Caddebostan Mahallesi,100,3+1,1,Kombi Doðalgaz,Hayýr,Daire,120,4,10,Eþyalý,80990
Kadýköy , Osmanaða Mahallesi,40,1+1,5,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,50,25,5,30000
Kadýköy , Acýbadem Mahallesi,135,3+1,3,Merkezi Doðalgaz,Eþyalý,Daire,155,15,5,Hayýr,70000
Kadýköy , Rasimpaþa Mahallesi,20,Stüdyo,2,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,25,25,5,12500
Kadýköy , Osmanaða Mahallesi,30,Stüdyo,5,Kombi Doðalgaz,Daire,40,25,5,Eþyalý,Hayýr,25000
Kadýköy , Koþuyolu Mahallesi,140,5+1,Müstakil,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,170,25,3,45000
Kadýköy , Erenköy Mahallesi,80,2+1,8,Merkezi (Pay Ölçer),Hayýr,Daire,115,1,15,Eþyalý,63990
Kadýköy , Caddebostan Mahallesi,118,3+1,1,Merkezi (Pay Ölçer),Hayýr,Daire,138,1,15,Eþyalý,68790
Kadýköy , Caddebostan Mahallesi,100,3+1,4,Merkezi Doðalgaz,Hayýr,Daire,120,3,6,Eþyalý,80990
Kadýköy , Fenerbahçe Mahallesi,100,3+1,5,Merkezi Doðalgaz,Hayýr,Daire,127,2,10,Eþyalý,79990
Kadýköy , Rasimpaþa Mahallesi,90,2+1,3,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,91,25,4,35000
Kadýköy , Fenerbahçe Mahallesi,100,3+1,Bahçe Dublex,Kombi Doðalgaz,Hayýr,Daire,120,1,4,Eþyalý,79490
Kadýköy , Osmanaða Mahallesi,40,Stüdyo,4,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,45,25,5,17000
Kadýköy , Osmanaða Mahallesi,20,Stüdyo,4,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,28,25,5,17000
Kadýköy , Göztepe Mahallesi,120,3+1,7,Kombi Doðalgaz,Hayýr,Daire,144,10,15,Eþyalý,75530
Kadýköy , Fenerbahçe Mahallesi,95,3+1,5,Kombi Doðalgaz,Hayýr,Daire,114,10,8,Eþyalý,79490
Kadýköy , Fenerbahçe Mahallesi,90,3+1,9,Kombi Doðalgaz,Hayýr,Daire,108,1,15,Eþyalý,111590
Kadýköy , Osmanaða Mahallesi,32,Stüdyo,2,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,40,25,5,15000
Kadýköy , Osmanaða Mahallesi,45,1 Oda,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,55,25,6,17000
Kadýköy , Osmanaða Mahallesi,40,Stüdyo,5,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,45,25,6,16100
Kadýköy , Osmanaða Mahallesi,32,Stüdyo,2,Merkezi Doðalgaz,Eþyalý,Hayýr,Daire,40,25,5,15000
Kadýköy , Caferaða Mahallesi,75,2+1,0,Merkezi Doðalgaz,Eþyalý,Daire,90,25,4,Hayýr,25500
Üsküdar , Küçüksu Mahallesi,135,3+1,3,Kombi Doðalgaz,Eþyalý,Evet,Daire,145,25,5,32000
Üsküdar , Mimar Sinan Mahallesi,70,2+1,0,Kombi Doðalgaz,Boþ,Daire,75,0,4,Hayýr,30000
Üsküdar , Valide,70,2+1,0,Kombi Doðalgaz,Daire,80,25,4,Boþ,Hayýr,15000
Üsküdar , Bahçelievler Mahallesi,110,3+1,3,Merkezi Doðalgaz,Boþ,Daire,135,25,5,Evet,32000
Baþakþehir , Kayabaþý Mahallesi,65,2+1,8,Merkezi (Pay Ölçer),Eþyalý,Hayýr,Daire,69,15,8,16000
Üsküdar , Mimar Sinan Mahallesi,70,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,75,0,4,22000
Baþakþehir , Baþak Mahallesi,90,2+1,2,Merkezi Doðalgaz,Eþyalý,Daire,120,10,13,Evet,25000
Baþakþehir , Baþakþehir Mahallesi,85,2+1,3,Kombi Doðalgaz,Eþyalý,Daire,87,15,10,Hayýr,23000
Üsküdar , Ünalan Mahallesi,100,3+1,6,Merkezi Doðalgaz,Eþyalý,Daire,120,25,7,Hayýr,45000
Üsküdar , Valide,90,2+1,2,Kombi Doðalgaz,Boþ,Hayýr,Daire,100,25,4,17000
Üsküdar , Salacak Mahallesi,100,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,42000
Üsküdar , Selimiye Mahallesi,100,2+1,4,Kombi Doðalgaz,Boþ,Daire,110,0,5,Hayýr,45000
Üsküdar , Cumhuriyet Mahallesi,120,3+1,3,Merkezi (Pay Ölçer),Boþ,Daire,125,25,4,Hayýr,15500
Üsküdar , Aziz Mahmut Hüdayi Mahallesi,110,3+1,0,Kombi Doðalgaz,Boþ,Daire,120,0,5,Hayýr,30000
Baþakþehir , Baþak Mahallesi,65,2+1,11,Kombi Doðalgaz,Eþyalý,Daire,75,25,11,Evet,17500
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,60,1+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,70,0,15,Evet,17000
Üsküdar , Murat Reis Mahallesi,55,1+1,4,Doðalgaz Sobalý,Boþ,Daire,70,25,4,Hayýr,15000
Baþakþehir , Ziya Gökalp Mahallesi,70,1+1,20,Merkezi (Pay Ölçer),Eþyalý,Daire,83,10,25,Evet,20000
Üsküdar , Selami Ali Mahallesi,130,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,140,25,4,Hayýr,26500
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,50,1+1,9,Merkezi (Pay Ölçer),Eþyalý,Daire,60,10,15,Evet,17000
Üsküdar , Kuzguncuk Mahallesi,50,1+1,1,Kombi Doðalgaz,Eþyalý,Daire,55,15,3,Hayýr,30000
Üsküdar , Cumhuriyet Mahallesi,120,3+1,2,Merkezi (Pay Ölçer),Boþ,Daire,140,20,8,Evet,28000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,70,1+1,19,Merkezi (Pay Ölçer),Eþyalý,Daire,80,10,30,Evet,13000
Üsküdar , Selami Ali Mahallesi,130,3+1,4,Kombi Doðalgaz,Eþyalý,Daire,140,25,4,Hayýr,26500
Baþakþehir , Güvercintepe Mahallesi,80,2+1,0,Kombi Doðalgaz,Boþ,Daire,90,0,5,Hayýr,11000
Üsküdar , Valide,65,2+1,5,Kombi Doðalgaz,Boþ,Daire,70,25,5,Hayýr,14000
Baþakþehir , Ziya Gökalp Mahallesi,220,4+1,7,Kombi Doðalgaz,Boþ,Evet,Daire,285,4,18,35000
Baþakþehir , Güvercintepe Mahallesi,50,2+1,0,Kombi Doðalgaz,Boþ,Daire,60,0,4,Hayýr,9000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,100,2+1,20,Merkezi (Pay Ölçer),Evet,Daire,136,3,27,Boþ,25000
Baþakþehir , Güvercintepe Mahallesi,100,2+1,0,Kombi Doðalgaz,Hayýr,Daire,110,20,4,Boþ,9500
Baþakþehir , Kayabaþý Mahallesi,136,3+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,176,10,29,Hayýr,40000
Üsküdar , Salacak Mahallesi,77,2+1,3,Kombi Doðalgaz,Boþ,Daire,93,20,4,Hayýr,25750
Baþakþehir , Güvercintepe Mahallesi,180,5+2,4,Kombi Doðalgaz,Boþ,Daire,220,0,5,Hayýr,24000
Üsküdar , Salacak Mahallesi,100,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,42000
Baþakþehir , Bahçeþehir 2 Kýsým Mahallesi,60,1+1,5,Merkezi (Pay Ölçer),Boþ,Daire,75,3,17,Evet,12000
Üsküdar , Acýbadem Mahallesi,115,35+1,33,Merkezi (Pay Ölçer),Daire,145,15,36,Boþ,Evet,90000
Üsküdar , Selami Ali Mahallesi,130,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,140,10,4,Hayýr,51000
Baþakþehir , Kayabaþý Mahallesi,135,3+1,3,Merkezi (Pay Ölçer),Eþyalý,Daire,170,10,19,Hayýr,50000
Üsküdar , Salacak Mahallesi,100,2+1,4,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,42000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,1,Kombi Doðalgaz,Boþ,Daire,100,3,4,Hayýr,15000
Üsküdar , Bahçelievler Mahallesi,85,2+1,2,Kombi Doðalgaz,Hayýr,Daire,100,4,5,Boþ,36000
Baþakþehir , Altýnþehir Mahallesi,190,4+2,5,Kombi Doðalgaz,Boþ,Daire,200,10,5,Hayýr,18000
Üsküdar , Barbaros Mahallesi,100,3+1,0,Kombi Doðalgaz,Eþyalý,Daire,110,25,4,Hayýr,46000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,1,Kombi Doðalgaz,Boþ,Daire,100,4,3,Hayýr,13000
Üsküdar , Mimar Sinan Mahallesi,85,2+1,0,Kombi Doðalgaz,Boþ,Hayýr,Daire,90,0,5,30000
Üsküdar , Acýbadem Mahallesi,85,25+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,121,15,30,Evet,85000
Baþakþehir , Güvercintepe Mahallesi,60,1+1,0,Kombi Doðalgaz,Boþ,Daire,80,10,4,Hayýr,9500
Baþakþehir , Kayabaþý Mahallesi,90,2+1,5,Merkezi (Pay Ölçer),Eþyalý,Daire,117,4,8,Evet,33000
Üsküdar , Ahmediye Mahallesi,200,4+1,4,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,215,10,4,65000
Üsküdar , Kirazlýtepe Mahallesi,170,3+2,4,Kombi Doðalgaz,Boþ,Daire,225,25,4,Hayýr,22000
Üsküdar , Selami Ali Mahallesi,140,3+1,3,Kombi Doðalgaz,Eþyalý,Daire,150,10,5,Hayýr,50000
Baþakþehir , Baþakþehir Mahallesi,69,2+1,3,Yerden Isýtma,Boþ,Hayýr,Daire,107,0,7,27500
Üsküdar , Acýbadem Mahallesi,100,3+1,2,Kombi Doðalgaz,Boþ,Daire,110,10,5,Hayýr,55000
Baþakþehir , Güvercintepe Mahallesi,90,2+1,2,Kombi Doðalgaz,Boþ,Daire,100,4,3,Hayýr,14000
Üsküdar , Sultantepe Mahallesi,190,4+1,5,Kombi Doðalgaz,Eþyalý,Hayýr,Daire,220,25,5,75000
Baþakþehir , Güvercintepe Mahallesi,85,3+1,2,Kombi Doðalgaz,Boþ,Daire,90,10,4,Hayýr,16000
Baþakþehir , Bahçeþehir 1 Kýsým Mahallesi,145,3+1,11,Merkezi (Pay Ölçer),Boþ,Daire,163,10,11,Hayýr,20000
